name,likes,time,servings,link,calories,fat,carbs,fiber,sugar,protein,no_ing,contains_soy,contains_glutten,fruits,vegetables,grains,dairy_alternatives,herbs_and_spices,sweeteners,oils,condiments_and_sauces,grains_and_cereals
Vegan Buffalo Chickpea Dip,0.95,30.0,8,https://tasty.co/recipe/vegan-buffalo-chickpea-dip,287.0,13.0,30.0,8.0,3.0,1,15,0,0,0,1,0,0,1,0,0,1,0
Vegan Honeycomb Toffee,0.78,30.0,5,https://tasty.co/recipe/vegan-honeycomb-toffee,553.0,22.0,96.0,3.0,90.0,0,7,0,0,0,0,0,0,0,1,0,0,0
Quinoa Fruit Salad,0.93,30.0,1,https://tasty.co/recipe/quinoa-fruit-salad,527.0,3.0,119.0,13.0,63.0,0,9,0,0,1,0,1,0,0,0,0,0,0
50-Minute Donuts,0.81,30.0,12,https://tasty.co/recipe/50-minute-donuts,246.0,5.0,47.0,0.0,37.0,0,17,0,0,0,0,1,0,0,1,1,0,0
Vegan Chorizo,0.92,60.0,6,https://tasty.co/recipe/vegan-chorizo,267.0,16.0,24.0,7.0,5.0,1,22,1,0,1,1,0,0,1,0,1,1,0
Chickpea Flour Omelet,0.85,30.0,2,https://tasty.co/recipe/chickpea-flour-omelet,316.0,9.0,42.0,9.0,8.0,0,19,0,0,1,1,1,1,1,0,1,1,0
Futuristic Pancakes,0.71,30.0,2,https://tasty.co/recipe/futuristic-pancakes,370.0,0.0,93.0,6.0,78.0,0,12,0,0,1,0,0,0,0,1,0,0,0
Easy Pantry Hummus,0.91,20.0,4,https://tasty.co/recipe/easy-pantry-hummus,191.0,4.0,29.0,8.0,5.0,1,9,0,0,0,0,0,0,1,0,1,0,1
Probiotic Power Smoothie,0.94,30.0,4,https://tasty.co/recipe/probiotic-power-smoothie,189.0,0.0,42.0,4.0,34.0,0,10,0,0,1,0,0,0,1,0,0,0,0
Apple Cinnamon Instant Oatmeal,0.9,30.0,1,https://tasty.co/recipe/apple-cinnamon-instant-oatmeal,322.0,4.0,61.0,9.0,10.0,0,7,0,0,1,0,0,0,1,1,0,0,0
Cowboy Caviar,0.83,15.0,8,https://tasty.co/recipe/cowboy-caviar,136.0,5.0,17.0,6.0,4.0,1,20,0,0,1,1,0,0,1,0,1,1,0
Roasted Summer Veggies Meal Prep,0.97,30.0,4,https://tasty.co/recipe/roasted-summer-veggies-meal-prep,188.0,4.0,36.0,9.0,15.0,0,7,0,0,0,1,0,0,1,0,1,0,0
Hearty Rice Noodle Soup,0.9,40.0,1,https://tasty.co/recipe/hearty-rice-noodle-soup,238.0,6.0,33.0,4.0,5.0,1,10,1,0,0,1,1,0,1,0,0,1,0
Bone Broth Ramen,0.84,40.0,1,https://tasty.co/recipe/bone-broth-ramen,475.0,15.0,70.0,16.0,6.0,0,5,0,0,0,0,0,0,0,0,0,0,0
Smoky Spiced Carrot Rice,0.92,30.0,2,https://tasty.co/recipe/smoky-spiced-carrot-rice,121.0,7.0,12.0,2.0,5.0,0,8,0,0,0,1,0,0,1,0,0,0,0
Mango Smoothie With Boba,0.91,5.0,1,https://tasty.co/recipe/mango-smoothie-with-boba,340.0,4.0,64.0,2.0,24.0,0,5,0,0,1,0,0,0,0,0,0,0,0
How To Make Vegan Pho,0.76,30.0,6,https://tasty.co/recipe/how-to-make-vegan-pho,234.0,5.0,39.0,8.0,15.0,1,21,1,0,0,1,1,0,1,0,0,0,0
Bean Cookie Dough,0.59,70.0,1,https://tasty.co/recipe/bean-cookie-dough,206.54,7.31,30.69,0.0,0.0,1,12,0,0,0,0,0,0,0,1,1,0,0
How To Make Vegan Kimchi,0.9,30.0,4,https://tasty.co/recipe/how-to-make-kimchi,170.0,0.0,39.0,8.0,9.0,0,11,1,0,0,1,1,0,1,1,0,1,0
Garlic And Herb Hummus,0.92,30.0,6,https://tasty.co/recipe/garlic-and-herb-hummus,154.0,5.0,20.0,5.0,3.0,1,10,0,0,0,0,0,0,1,0,1,0,0
Jackfruit Tacos,0.96,30.0,4,https://tasty.co/recipe/jackfruit-tacos,250.0,1.0,60.0,2.0,19.0,0,13,0,0,0,1,0,0,1,0,1,0,0
Vegan Banana Ice Cream,0.88,30.0,8,https://tasty.co/recipe/vegan-banana-ice-cream,206.54,7.31,30.69,0.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0
Chocolate Sandwich Cookie Reindeer,0.87,45.0,12,https://tasty.co/recipe/chocolate-sandwich-cookie-reindeer,206.54,7.31,30.69,0.0,0.0,0,6,0,0,0,0,0,0,1,0,1,0,0
Hibiscus Latte,0.78,30.0,1,https://tasty.co/recipe/hibiscus-latte,138.0,5.0,15.0,0.0,16.0,0,6,0,0,0,0,0,0,0,1,0,0,0
Anything-You-Got Curry Soup,0.91,30.0,4,https://tasty.co/recipe/anything-you-got-curry-soup,570.0,38.0,52.0,9.0,20.0,0,13,0,0,0,1,0,1,1,1,1,0,0
Italian Salad Dressing,0.95,30.0,16,https://tasty.co/recipe/italian-salad-dressing,34.0,3.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,1,0,1,1,0
Mango Melon Fruit Salad,0.88,30.0,4,https://tasty.co/recipe/mango-melon-fruit-salad,222.0,1.0,56.0,5.0,49.0,0,6,0,0,1,0,0,0,0,1,0,0,0
Pecan Cranberry Bites,0.96,30.0,15,https://tasty.co/recipe/pecan-cranberry-bites,150.0,9.0,13.0,2.0,4.0,0,7,0,0,0,0,1,0,0,1,0,0,0
Easy Beet Hummus,0.92,30.0,6,https://tasty.co/recipe/easy-beet-hummus,131.0,2.0,21.0,6.0,5.0,1,8,0,0,0,0,0,0,1,0,1,0,0
Baja Bánh Mì,0.92,118.0,4,https://tasty.co/recipe/baja-banh-mi,1109.0,56.0,132.0,11.0,51.0,0,34,1,1,0,1,1,0,1,1,1,1,0
Egg-In-A-Hole Sweet Potato Nests,0.86,30.0,6,https://tasty.co/recipe/egg-in-a-hole-sweet-potato-nests,172.0,7.0,16.0,1.0,5.0,0,9,0,0,0,1,1,0,1,0,1,0,0
Homemade Vegetable Stock,0.93,30.0,8,https://tasty.co/recipe/homemade-vegetable-stock,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,1,0,0,1,0,0,0,0
Avocado And Roasted Chickpea Toast,0.96,30.0,1,https://tasty.co/recipe/avocado-and-roasted-chickpea-toast,213.0,12.0,21.0,8.0,2.0,1,4,0,0,0,0,0,0,0,0,0,1,1
Avocado Strawberry Ice Cream,0.51,30.0,4,https://tasty.co/recipe/avocado-strawberry-ice-cream,886.0,66.0,77.0,8.0,67.0,0,5,0,0,1,0,0,0,0,1,0,0,0
Roasted Cauliflower And Cauliflower Leaves,0.93,60.0,4,https://tasty.co/recipe/roasted-cauliflower-and-cauliflower-leaves,70.0,1.0,13.0,6.0,6.0,0,4,0,0,0,0,0,0,0,0,1,0,0
Carrot Orange Ginger Juice,0.88,30.0,1,https://tasty.co/recipe/carrot-orange-ginger-juice,384.0,1.0,94.0,21.0,63.0,0,3,0,0,1,1,0,0,1,0,0,0,0
Save A Peel Smoothie,0.9,30.0,2,https://tasty.co/recipe/save-a-peel-smoothie,173.0,1.0,42.0,6.0,25.0,0,5,0,0,1,0,0,1,0,0,0,0,0
Pineapple Rosemary Ice Pops,0.91,21.0,6,https://tasty.co/recipe/pineapple-rosemary-ice-pops,163.0,0.0,57.0,1.0,26.0,0,5,0,0,1,0,0,0,1,1,0,0,0
Smoked Watermelon Ham,0.36,30.0,10,https://tasty.co/recipe/smoked-watermelon-ham,181.0,0.0,45.0,2.0,39.0,0,21,0,0,1,1,0,0,1,1,1,1,0
Nutritional Yeast Popcorn Seasoning,0.94,30.0,2,https://tasty.co/recipe/popcorn-seasoning,89.0,0.0,16.0,3.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0
Thai Basil Peanut Pesto,0.93,30.0,1,https://tasty.co/recipe/thai-basil-pesto,744.0,64.0,33.0,5.0,22.0,1,10,1,0,0,0,1,0,1,1,1,1,0
Simple Quick-Pickled Veggies,0.96,30.0,16,https://tasty.co/recipe/simple-quick-pickled-veggies,41.0,0.0,6.0,0.0,4.0,1,7,0,0,0,1,0,0,1,1,0,1,0
Fruit & Wine Sorbet,0.84,30.0,8,https://tasty.co/recipe/fruit-wine-sorbet,129.0,0.0,29.0,1.0,24.0,0,8,0,0,1,0,0,0,0,1,0,0,0
Paleo Cinnamon Roll Bites,0.93,40.0,6,https://tasty.co/recipe/paleo-cinnamon-roll-bites,384.0,30.0,23.0,6.0,14.0,0,9,0,0,0,0,0,0,1,1,1,0,0
Banana Bread Instant Oatmeal,0.87,30.0,1,https://tasty.co/recipe/banana-bread-instant-oatmeal,364.0,9.0,59.0,7.0,9.0,1,6,0,0,1,0,0,0,0,1,0,0,0
Sunflower Veggie Burgers,0.83,30.0,5,https://tasty.co/recipe/sunflower-veggie-burgers,177.0,9.0,18.0,4.0,3.0,0,8,0,0,0,1,1,0,1,0,0,0,0
Cranberry Pecan Bars,0.95,30.0,12,https://tasty.co/recipe/cranberry-pecan-bars,50.0,0.0,13.0,3.0,11.0,0,6,0,0,0,0,0,0,0,0,0,0,0
Vegan Broccoli And Cheddar Soup,0.85,30.0,10,https://tasty.co/recipe/vegan-broccoli-and-cheddar-soup,130.0,2.0,21.0,3.0,4.0,0,14,0,0,0,1,0,0,1,0,1,0,1
Cauliflower & Chickpea Burgers,0.67,30.0,4,https://tasty.co/recipe/cauliflower-chickpea-burgers,283.0,3.0,53.0,16.0,16.0,1,14,0,0,0,1,0,0,1,0,0,0,0
Sheet Tray Maple Cinnamon Trail Mix,0.93,30.0,6,https://tasty.co/recipe/sheet-tray-maple-cinnamon-trail-mix,514.0,40.0,31.0,7.0,18.0,1,7,0,0,0,0,0,0,1,1,0,0,0
Smoked Paprika Potatoes,0.87,40.0,4,https://tasty.co/recipe/smoked-paprika-potatoes,177.0,2.0,36.0,3.0,1.0,0,9,0,0,0,1,0,0,1,0,1,0,0
Tempeh Tacos,0.93,30.0,2,https://tasty.co/recipe/tempeh-tacos,286.0,14.0,17.0,1.0,2.0,1,10,1,0,0,1,0,0,1,0,1,1,0
Freezer Prep Veggie Packed Smoothies 4 Ways,0.84,30.0,2,https://tasty.co/recipe/freezer-prep-veggie-packed-smoothies-4-ways,206.54,7.31,30.69,0.0,0.0,0,17,0,0,1,1,0,0,0,0,0,0,0
Mango Honey Fruit Rollers,0.85,30.0,12,https://tasty.co/recipe/mango-honey-fruit-rollers,33.0,0.0,8.0,0.0,8.0,0,2,0,0,1,0,0,0,0,0,0,0,0
Vegan Chocolate Mousse,0.8,30.0,3,https://tasty.co/recipe/dairy-free-meringue,448.0,15.0,70.0,12.0,38.0,1,6,0,0,1,0,0,0,0,1,0,0,0
Savory Pumpkin Hummus,0.83,30.0,6,https://tasty.co/recipe/savory-pumpkin-hummus,140.0,3.0,22.0,6.0,4.0,1,9,0,0,0,0,0,0,1,0,1,0,0
Dairy-Free Purple Sweet Potato Pie,0.8,65.0,8,https://tasty.co/recipe/dairy-free-purple-sweet-potato-pie,536.0,27.0,71.0,7.0,59.0,0,16,0,0,0,0,0,1,1,1,1,0,0
Frankensmoothie,0.9,30.0,2,https://tasty.co/recipe/frankensmoothie,199.0,0.0,60.0,6.0,28.0,0,7,0,0,1,1,0,0,0,0,0,0,0
Spicy Sweet Potato Hummus,0.88,30.0,6,https://tasty.co/recipe/spicy-sweet-potato-hummus,190.0,6.0,27.0,6.0,5.0,1,13,0,0,0,0,0,0,1,0,1,0,0
Coconut Almond Frozen Banana,0.96,30.0,20,https://tasty.co/recipe/coconut-almond-frozen-banana,86.0,7.0,5.0,1.0,3.0,0,5,0,0,1,0,0,0,0,0,0,0,0
Star-Spangled Fruit Skewers,0.95,30.0,8,https://tasty.co/recipe/star-spangled-fruit-skewers,110.0,0.0,28.0,3.0,15.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Bell Pepper Pumpkins,0.92,30.0,1,https://tasty.co/recipe/bell-pepper-pumpkins,108.0,1.0,28.0,7.0,14.0,0,2,0,0,0,1,0,0,0,0,0,0,0
Habanero Hot Sauce,0.96,30.0,6,https://tasty.co/recipe/habanero-hot-sauce,75.0,1.0,14.0,2.0,7.0,0,9,0,0,0,1,0,0,1,0,1,1,0
Quinoa Seed Crackers,0.87,30.0,20,https://tasty.co/recipe/quinoa-seed-crackers,50.0,2.0,5.0,1.0,0.0,1,8,0,0,0,0,1,0,0,0,0,0,0
Healthier Instant Noodles,0.89,30.0,1,https://tasty.co/recipe/healthier-instant-noodles,831.0,35.0,115.0,7.0,10.0,0,9,1,0,0,1,0,0,0,0,1,1,0
Homemade Chimichurri Sauce,0.96,30.0,2,https://tasty.co/recipe/homemade-chimichurri-sauce,215.0,22.0,3.0,0.0,0.0,0,9,0,0,0,0,0,0,1,0,1,1,0
Greek Salad Dressing,0.96,30.0,16,https://tasty.co/recipe/greek-salad-dressing,35.0,3.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,1,0,1,1,0
Potato Bhajias,0.93,30.0,6,https://tasty.co/recipe/potato-bhajias,396.0,6.0,64.0,11.0,10.0,0,15,0,0,0,0,1,0,1,0,0,1,0
Hangover Helper Wellness Shot,0.82,30.0,4,https://tasty.co/recipe/hangover-helper-wellness-shot,12.0,0.0,2.0,0.0,1.0,0,5,0,0,0,1,0,0,0,0,0,0,0
Street-Style Butta (India),0.9,30.0,3,https://tasty.co/recipe/street-style-butta-india,183.0,8.0,29.0,3.0,6.0,0,8,0,0,0,0,0,0,1,0,0,0,0
Pear Chai Winter Smoothie,0.83,30.0,1,https://tasty.co/recipe/pear-chai-winter-smoothie,353.0,8.0,65.0,8.0,52.0,0,6,0,0,1,0,0,0,1,0,0,0,0
BBQ Spice Rub Blend,0.98,30.0,8,https://tasty.co/recipe/bbq-spice-rub-blend,13.0,0.0,3.0,0.0,2.0,0,8,0,0,0,1,0,0,1,1,0,0,0
Mediterranean Box,0.94,30.0,1,https://tasty.co/recipe/mediterranean-box,193.0,4.0,38.0,5.0,24.0,0,5,0,0,1,1,0,0,0,0,0,1,0
Easy Pesto Hummus,0.96,30.0,6,https://tasty.co/recipe/easy-pesto-hummus,222.0,12.0,20.0,5.0,3.0,1,7,0,0,0,0,0,0,1,0,0,1,0
Chocolate Banana Lollipops,0.88,30.0,16,https://tasty.co/recipe/chocolate-banana-lollipops,54.0,2.0,8.0,1.0,5.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Rainbow Veggie Roll,0.93,30.0,4,https://tasty.co/recipe/rainbow-veggie-roll,381.0,5.0,67.0,3.0,56.0,0,7,0,0,0,1,1,0,0,0,0,1,0
Avocado Cold Brew Smoothie,0.72,30.0,2,https://tasty.co/recipe/avocado-cold-brew,363.0,27.0,22.0,5.0,16.0,0,7,0,0,0,0,0,1,0,0,0,0,0
Vegan Black Rice Sushi Rolls,0.75,30.0,3,https://tasty.co/recipe/vegan-black-rice-sushi-rolls,267.0,12.0,31.0,4.0,14.0,1,17,1,0,0,1,1,0,1,1,1,1,0
Lemon Pepper Cauliflower Bites,0.92,30.0,2,https://tasty.co/recipe/lemon-pepper-cauliflower-bites,141.0,2.0,26.0,12.0,12.0,0,4,0,0,0,0,0,0,0,0,1,0,0
Butternut Squash Sage Pull-Apart Bread,0.9,30.0,16,https://tasty.co/recipe/butternut-squash-sage-pull-apart-bread,102.0,1.0,21.0,2.0,3.0,0,16,0,1,0,0,1,0,1,1,1,0,0
Mango Fruit Rollers,0.78,30.0,6,https://tasty.co/recipe/mango-fruit-rollers,90.0,0.0,22.0,2.0,21.0,0,1,0,0,1,0,0,0,0,0,0,0,0
Vegan Parmesan,0.92,30.0,4,https://tasty.co/recipe/vegan-parmesan,144.0,10.0,8.0,1.0,1.0,0,5,0,0,0,0,0,0,1,0,0,0,0
Dairy-Free Cookie Dough “Cheesecake”,0.77,30.0,12,https://tasty.co/recipe/dairy-free-cookie-dough-cheesecake,417.0,28.0,39.0,3.0,22.0,1,18,0,0,0,0,1,0,0,1,1,0,0
Vegan Spring Roll In A Bowl,0.85,44.0,4,https://tasty.co/recipe/vegan-spring-roll-in-a-bowl,435.0,13.0,73.0,6.0,16.0,0,20,0,0,0,1,1,0,1,1,1,1,0
Chocolate Chip Peanut Bars,0.91,30.0,12,https://tasty.co/recipe/chocolate-chip-peanut-bars,238.0,16.0,18.0,4.0,12.0,1,7,0,0,0,0,0,0,0,0,0,0,0
Green Tea Matcha Nice Cream,0.88,30.0,6,https://tasty.co/recipe/green-tea-matcha-nice-cream,78.0,0.0,19.0,2.0,10.0,0,4,0,0,1,0,0,1,0,0,0,0,0
Raspberry Peach Lemonade Slush,0.91,30.0,2,https://tasty.co/recipe/raspberry-peach-lemonade-slush,407.0,1.0,104.0,12.0,84.0,0,6,0,0,1,0,0,0,0,1,0,0,0
Instant Oatmeal,0.89,30.0,12,https://tasty.co/recipe/instant-oatmeal,268.0,4.0,48.0,7.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0
Garlic Chipotle Guacamole,0.92,30.0,8,https://tasty.co/recipe/garlic-chipotle-guacamole,72.0,5.0,5.0,3.0,0.0,0,8,0,0,0,1,0,0,1,0,0,0,0
Roasted Tomato Basil Soup,0.91,30.0,8,https://tasty.co/recipe/roasted-tomato-basil-soup,56.0,0.0,10.0,1.0,2.0,0,13,0,0,0,1,0,0,1,0,1,0,1
Healthier Instant Noodles In A Jar,0.87,30.0,1,https://tasty.co/recipe/healthier-instant-noodles-in-a-jar,831.0,35.0,115.0,7.0,10.0,0,9,1,0,0,1,0,0,0,0,1,1,0
Light Holiday Eggnog,0.81,30.0,4,https://tasty.co/recipe/light-holiday-eggnog,187.0,10.0,12.0,1.0,9.0,0,8,0,0,0,0,0,1,1,1,0,0,0
Portobello Veggie Burgers,0.85,30.0,5,https://tasty.co/recipe/portobello-veggie-burgers,182.0,9.0,18.0,7.0,2.0,1,8,0,0,0,1,0,0,1,0,0,0,0
Radish Avocado Toast,0.97,30.0,4,https://tasty.co/recipe/radish-avocado-toast,206.54,7.31,30.69,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,1
"""Chicken” Made With Jackfruit",0.74,30.0,4,https://tasty.co/recipe/chicken-made-with-jackfruit,307.0,12.0,43.0,2.0,0.0,0,16,0,0,1,1,1,0,1,0,1,1,0
Fried Sticky Rice Mango Balls,0.83,30.0,6,https://tasty.co/recipe/fried-sticky-rice-mango-balls,425.0,16.0,61.0,0.0,73.0,0,8,0,0,1,0,1,0,0,1,0,0,0
Hot Toddy,0.89,30.0,16,https://tasty.co/recipe/hot-toddy,87.0,0.0,14.0,0.0,12.0,0,8,0,0,0,0,0,0,0,0,0,0,0
Blueberry Basil Ice Pops,0.87,21.0,6,https://tasty.co/recipe/blueberry-basil-ice-pops,107.0,0.0,26.0,2.0,24.0,0,5,0,0,1,0,0,0,1,1,0,0,0
Avocado Rose Avocado Toast,0.86,30.0,1,https://tasty.co/recipe/avocado-rose-avocado-toast,133.0,11.0,8.0,5.0,1.0,0,3,0,0,1,0,0,0,0,0,0,0,1
Blueberry Fruit Rollers,0.75,30.0,12,https://tasty.co/recipe/blueberry-fruit-rollers,33.0,0.0,8.0,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0
Skull Candy Apple,0.82,30.0,1,https://tasty.co/recipe/skull-candy-apple,0.0,0.0,0.0,0.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Deviled Potato Bites,0.86,30.0,10,https://tasty.co/recipe/deviled-potato-bites,201.0,2.0,39.0,6.0,3.0,1,11,0,0,0,0,0,0,1,0,0,1,0
Seeded Pumpkin Breakfast Bread,0.85,30.0,8,https://tasty.co/recipe/seeded-pumpkin-breakfast-bread,514.0,27.0,58.0,11.0,21.0,1,13,0,0,0,0,0,1,0,1,1,0,0
Sweet Potato-Pecan Cinnamon Rolls,0.93,30.0,12,https://tasty.co/recipe/sweet-potato-pecan-cinnamon-rolls,347.0,13.0,49.0,3.0,17.0,0,16,1,1,1,0,1,1,1,1,1,0,0
Blueberry Almond Instant Oatmeal,0.96,30.0,1,https://tasty.co/recipe/blueberry-almond-instant-oatmeal,369.0,9.0,60.0,9.0,9.0,0,7,0,0,1,0,0,0,0,1,0,0,0
Zesty French Fries,0.88,65.0,4,https://tasty.co/recipe/zesty-french-fries,420.0,10.0,71.0,8.0,4.0,0,10,0,0,0,1,0,0,1,1,0,0,0
Homemade Vegan Burger With Vegan Aioli,0.7,77.0,8,https://tasty.co/recipe/homemade-vegan-burger-with-vegan-aioli,206.54,7.31,30.69,0.0,0.0,1,30,1,1,0,1,1,0,1,1,1,1,0
Gin & Tonic Jelly Shots,0.9,30.0,24,https://tasty.co/recipe/gin-tonic-jelly-shots,24.0,0.0,3.0,0.0,1.0,0,6,0,0,0,0,0,0,0,1,0,0,0
Mixed Vegetable Nuggets,0.65,30.0,6,https://tasty.co/recipe/mixed-vegetable-nuggets,338.0,4.0,63.0,10.0,10.0,0,10,0,0,0,1,0,0,1,0,0,0,1
Strawberry Purée,0.97,10.0,2,https://tasty.co/recipe/strawberry-puree,70.0,0.0,17.0,3.0,12.0,0,2,0,0,1,0,0,0,0,1,0,0,0
Hibiscus Flower Tacos,0.86,44.0,6,https://tasty.co/recipe/hibiscus-flower-tacos,20.0,1.0,2.0,0.0,0.0,0,15,0,0,0,1,0,0,1,0,1,0,0
Rainbow Veggie Pinwheels,0.93,30.0,4,https://tasty.co/recipe/rainbow-veggie-pinwheels,239.0,8.0,35.0,8.0,10.0,1,13,0,1,0,1,0,0,1,0,1,0,1
Green Smoothie Bowl,0.89,30.0,2,https://tasty.co/recipe/green-smoothie-bowl,127.0,6.0,14.0,2.0,11.0,0,12,0,0,1,1,0,0,0,0,0,0,0
"Lentil, Pear, And Arugula Salad",0.85,30.0,4,https://tasty.co/recipe/lentil-pear-and-arugula-salad,507.0,22.0,65.0,11.0,27.0,1,12,1,0,1,0,0,0,0,1,1,1,0
Veggie Burrito Bowl,0.96,30.0,2,https://tasty.co/recipe/veggie-burrito-bowl,525.0,8.0,89.0,17.0,11.0,0,12,0,0,0,1,1,0,1,0,1,0,1
Hungry Apple Monsters,0.9,30.0,4,https://tasty.co/recipe/hungry-apple-monsters,35.0,0.0,9.0,1.0,6.0,0,3,0,0,1,0,0,0,0,0,0,0,0
Mango Avocado Taco Cups,0.99,30.0,12,https://tasty.co/recipe/mango-avocado-taco-cups,57.0,2.0,8.0,0.0,2.0,0,6,0,0,1,0,1,0,1,0,0,1,1
Vegetarian Baked Beans,0.77,30.0,6,https://tasty.co/recipe/vegetarian-baked-beans,166.0,2.0,30.0,5.0,16.0,1,16,1,0,1,1,0,0,1,1,1,1,0
Cow-Shaped Veggie Buns,0.87,78.0,12,https://tasty.co/recipe/cow-shaped-veggie-buns,61.0,0.0,11.0,0.0,2.0,0,14,1,0,0,1,1,0,1,1,1,1,0
Peanut Butter Ice Cream,0.88,30.0,2,https://tasty.co/recipe/peanut-butter-ice-cream,258.0,4.0,58.0,6.0,31.0,0,3,0,0,1,0,0,0,0,0,0,0,0
One Pot Vegan Eggplant Lasagna,0.91,30.0,8,https://tasty.co/recipe/one-pot-vegan-eggplant-lasagna,585.0,34.0,54.0,7.0,12.0,0,27,0,0,0,1,0,0,1,0,1,0,1
Strawberry Salsa,0.94,30.0,2,https://tasty.co/recipe/strawberry-salsa,174.0,11.0,18.0,7.0,6.0,0,6,0,0,1,1,0,0,0,0,0,0,0
Mixed Green Salad With Orange Dressing,0.91,10.0,6,https://tasty.co/recipe/mixed-green-salad-with-orange-dressing,229.0,18.0,15.0,4.0,8.0,1,10,0,0,1,1,0,0,0,1,1,0,0
Black Bean Mango Salsa,0.96,30.0,6,https://tasty.co/recipe/black-bean-mango-salsa,92.0,0.0,19.0,5.0,6.0,1,9,0,0,1,1,0,0,1,0,0,0,0
Cotton Candy Rainbow “Cake”,0.87,63.0,4,https://tasty.co/recipe/cotton-candy-rainbow-cake,166.0,0.0,41.0,0.0,28.0,0,10,0,0,1,0,0,0,0,1,0,0,0
Rainbow Hummus,0.68,30.0,18,https://tasty.co/recipe/rainbow-hummus,297.0,9.0,42.0,11.0,10.0,1,48,0,0,0,1,0,0,1,0,1,0,1
Parmesan Zucchini Chips,0.92,30.0,6,https://tasty.co/recipe/parmesan-zucchini-chips,206.54,7.31,30.69,0.0,0.0,0,8,0,0,0,1,0,0,0,0,0,0,0
Oatmeal Raisin Chickpea Cookie Dough,0.75,30.0,4,https://tasty.co/recipe/oatmeal-raisin-chickpea-cookie-dough,348.0,6.0,61.0,11.0,22.0,1,9,0,0,0,0,1,0,1,0,0,0,0
Hotteok (Korean Sweet Pancakes),0.93,52.0,8,https://tasty.co/recipe/hotteok-korean-sweet-pancakes,237.0,9.0,32.0,1.0,5.0,1,10,0,0,1,0,1,0,0,1,1,0,1
Red Pepper Soup,0.65,30.0,2,https://tasty.co/recipe/red-pepper-soup,54.0,0.0,14.0,3.0,7.0,0,4,0,0,0,1,0,0,0,0,0,0,0
Baked Pear Crumble,0.95,30.0,8,https://tasty.co/recipe/baked-pear-crumble,364.0,20.0,44.0,8.0,21.0,1,13,0,0,1,0,0,0,1,0,1,0,0
Strawberry Matcha Latte With Boba,0.88,20.0,1,https://tasty.co/recipe/strawberry-matcha-latte-with-boba,525.0,23.0,68.0,3.0,26.0,0,8,0,0,1,0,0,0,0,1,0,0,0
Healthy White Bean Dip Snack-Prep,0.89,30.0,4,https://tasty.co/recipe/healthy-white-bean-dip-snack-prep,197.0,6.0,27.0,10.0,6.0,0,10,0,0,0,1,0,0,1,0,1,0,0
Garlic Sesame Salad Dressing,0.98,30.0,16,https://tasty.co/recipe/garlic-sesame-salad-dressing,100.0,8.0,5.0,0.0,5.0,0,9,1,0,0,0,1,0,1,1,1,1,0
Blackberry Smoothie,0.92,30.0,1,https://tasty.co/recipe/blackberry-smoothie,392.0,20.0,51.0,14.0,27.0,0,5,0,0,1,1,0,1,0,0,0,0,0
Lavender Latte,0.94,30.0,1,https://tasty.co/recipe/lavender-latte,103.0,3.0,13.0,0.0,13.0,0,4,0,0,0,0,0,0,0,1,0,0,0
Mango Sago,0.9,40.0,4,https://tasty.co/recipe/mango-sago,536.0,14.0,96.0,7.0,61.0,0,4,0,0,1,0,0,1,0,0,0,0,0
Ravioli Pomodoro,0.9,60.0,2,https://tasty.co/recipe/ravioli-pomodoro,606.0,22.0,84.0,4.0,7.0,0,8,0,0,0,1,0,0,1,1,1,0,0
Broccoli & Cauliflower Stem And Leek Sauté,0.96,30.0,2,https://tasty.co/recipe/broccoli-cauliflower-stem-and-leek-saute,16.0,1.0,0.0,0.0,0.0,0,6,0,0,0,1,0,0,0,0,1,0,0
Vegan Chocolate-Stuffed Strawberries,0.82,30.0,5,https://tasty.co/recipe/vegan-chocolate-stuffed-strawberries,739.0,49.0,78.0,7.0,47.0,0,5,0,0,0,0,0,0,0,0,0,0,0
Tropical Punch,0.9,30.0,1,https://tasty.co/recipe/tropical-punch,75.0,0.0,16.0,3.0,12.0,0,3,0,0,1,0,0,0,0,0,0,0,0
Southern Sweet Fried Corn By Jaylynn Little,0.88,60.0,6,https://tasty.co/recipe/southern-sweet-fried-corn-by-jaylynn-little,165.0,2.0,35.0,4.0,7.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Dairy-Free Vanilla Bean Panna Cotta,0.64,30.0,4,https://tasty.co/recipe/dairy-free-vanilla-bean-panna-cotta,193.0,14.0,14.0,0.0,9.0,0,10,0,0,0,0,0,0,0,1,1,0,0
Southwestern Sweet Potato Toast,0.8,30.0,1,https://tasty.co/recipe/southwestern-sweet-potato-toast,315.0,11.0,48.0,8.0,15.0,0,6,0,0,0,0,0,0,0,0,0,1,0
